year,month,day,pressure,humidity,temperature,wind_speed,wind_direction,dew_point,rainfall
2001,2,23,96.08,13.06,26.51,2.99,284.75,-6.45,0
2001,2,24,95.99,17.88,27.9,6.73,302.56,-1.21,0
2001,2,25,95.83,30,26.58,3.39,284.06,4.04,0
2001,2,26,95.88,43.38,27.96,4.6,301,11.01,0
2001,2,27,95.96,35.06,28.17,6.8,291.69,5.98,0
2001,2,28,96.14,26.25,27.39,6.42,307.19,1.74,0
2001,3,1,96.2,16.12,27.08,8.48,148.12,-3.48,0
2001,3,2,96.17,24.88,27.04,7.52,75.88,3.43,1.21
2001,3,3,96.07,32.19,29.12,4.92,200.75,7.71,0.75
2001,3,4,96.11,25.69,29.81,9.21,252.56,5.44,0.22
2001,3,5,96.1,24,28.43,5.2,304,1.85,0
2001,3,6,96.07,15.31,28.07,9.4,259.81,-3.68,0
2001,3,7,96.04,18.75,27.42,6.31,288,-2.86,0
2001,3,8,95.89,12.62,27.82,5.31,268.94,-5.77,0
2001,3,9,95.84,17.31,28.19,4.59,226.56,-1.35,0.08
2001,3,10,95.89,37.69,29.19,5.91,233.44,8.89,0.18
2001,3,11,96.02,42.06,30.34,6.55,244.69,10.87,0
2001,3,12,95.97,44.5,30.71,6.97,232.25,11.87,0.24
2001,3,13,95.91,36.44,30.31,8.28,237.44,8.58,0.1
2001,3,14,95.93,36.44,28.87,7.07,248.19,6.06,0
2001,3,15,96.07,33.19,30.94,6.81,218.12,8.01,0
2001,3,16,95.98,27.62,30.71,5.66,308.75,6.75,0
2001,3,17,95.83,24.25,31.48,7.85,289.69,4.05,0
2001,3,18,95.87,22.19,31.88,6.27,253.12,3.86,0
2001,3,19,95.91,24.5,32.68,6.41,246.75,6.33,0.13
2001,3,20,95.86,29.94,31.88,5.12,296.94,8.36,0.05
2001,3,21,95.7,33.62,31.12,4.64,274.69,9.73,0
2001,3,22,95.64,36.88,30.63,5.54,287.06,9.14,0
2001,3,23,95.73,35.56,31.49,6.84,308.94,9.44,0
2001,3,24,95.7,34.31,31.8,8.33,281.62,8.19,0
2001,3,25,95.64,37.25,31.44,6.81,293.69,10.01,0
2001,3,26,95.64,33.5,31.74,6.31,308.5,8.33,0
2001,3,27,95.64,33.5,31.84,4.53,303.19,9.54,0
2001,3,28,95.63,40,32.11,4.12,278.44,12.99,0
2001,3,29,95.58,39,30.08,4.83,281.56,7.34,0
2001,3,30,95.71,26.25,28.18,4.84,291.69,1.48,0
2001,3,31,95.95,20.88,28.73,5.46,330.38,-0.61,0
2001,4,1,95.93,14.81,30.19,6.77,142,-2.82,0
2001,4,2,95.71,14.06,31.59,5.86,86.62,-2.28,0
2001,4,3,95.68,15,32.12,6.36,169.38,0.01,0.29
2001,4,4,95.87,27.75,33.9,8.19,205,6.85,0.09
2001,4,5,95.84,32.44,35.01,7.28,242.62,9.45,0
2001,4,6,95.93,14.06,33.74,7.32,187.38,-1.95,0
2001,4,7,96.06,9.12,32.28,6.11,167.5,-5.94,0.02
2001,4,8,95.83,8.88,32.62,4.91,323.19,-6.07,0
2001,4,9,95.69,16.5,33.91,6.08,290.12,1.98,0
2001,4,10,95.86,24.06,34.09,6.09,292.62,6.08,0
2001,4,11,95.93,21.56,34.36,5.77,311.44,6.05,0
2001,4,12,95.79,24.88,34.17,4.7,291.81,8.37,0.02
2001,4,13,95.72,25.44,35.83,4.72,256.81,9.09,0.01
2001,4,14,95.95,26.25,36.34,4.92,272,9.78,0.26
2001,4,15,96.04,29.56,35.81,6.38,259,11.37,0.06
2001,4,16,95.88,29.44,35.48,6.36,289.44,10.59,0.01
2001,4,17,95.77,35.19,33.94,5.08,298.75,11.65,0.01
2001,4,18,95.73,39.5,34.57,6.7,301.69,12.89,0
2001,4,19,95.73,36.25,34.87,6.07,311,12.94,0
2001,4,20,95.7,32.88,35.14,5.62,274.25,11.9,0.02
2001,4,21,95.63,16.88,34.92,4.33,114.06,3.01,0.06
2001,4,22,95.62,14.81,35.38,5.45,161.75,1.13,0
2001,4,23,95.57,15.25,35.82,4.66,146.12,1.34,0
2001,4,24,95.65,14.56,36.08,4.78,188.88,1.01,0
2001,4,25,95.57,24.12,36.86,5.76,325.81,8.15,0
2001,4,26,95.53,24.56,37.82,6.04,309.88,9.66,0
2001,4,27,95.61,28.25,37.28,5.73,312.38,10.8,0
2001,4,28,95.49,24.19,37.31,5.8,307.69,8.62,0
2001,4,29,95.52,25.94,36.1,4.79,293.19,8.4,0
2001,4,30,95.63,29.06,37.19,6.04,303,10.76,0
2001,5,1,95.58,24.44,38.58,5.92,318.19,9.85,0
2001,5,2,95.38,23.19,38.82,6.01,309.19,9.57,0
2001,5,3,95.32,27.69,36.98,4.68,291.94,10.26,0
2001,5,4,95.44,31.44,37.08,6.32,285.88,10.33,0
2001,5,5,95.49,28.31,38.56,7.12,287.31,10.65,0
2001,5,6,95.48,28.12,37.33,2.67,286.31,11.13,0
2001,5,7,95.52,27.81,36.44,3.52,286.31,9.85,0
2001,5,8,95.53,32.75,35.83,3.99,283.25,11.6,0
2001,5,9,95.54,36.38,35.15,3.17,286.44,12.12,0
2001,5,10,95.58,43.62,35.28,2.82,286.25,15.94,0
2001,5,11,95.61,38.62,36.35,4.39,293.94,14.15,0
2001,5,12,95.5,40,37.19,8.26,284.31,15.1,0
2001,5,13,95.42,36.62,37.4,7.39,283.5,14.54,0.44
2001,5,14,95.49,38.44,36.41,4.91,281.38,14.76,0.9
2001,5,15,95.57,39.19,36.9,5.32,282.5,15.67,0.01
2001,5,16,95.67,42.5,36.03,4.32,282.94,15.14,0.39
2001,5,17,95.64,45.06,35.88,7.02,285.62,16.44,0
2001,5,18,95.6,45.94,36.15,6.66,287.19,17,0.01
2001,5,19,95.61,45.75,34.99,3.88,277,16.94,0.01
2001,5,20,95.52,47.5,34.66,6.26,284.38,17.35,0.25
2001,5,21,95.41,43.5,37.01,5.71,295.88,16.48,0.08
2001,5,22,95.37,39.25,38.26,5.88,191.06,16.73,0.01
2001,5,23,95.26,35.06,39.44,5.92,192.31,16.71,0.11
2001,5,24,95.15,36.38,39.67,7.01,217.06,17.24,0.01
2001,5,25,95.18,46.56,35.76,5.98,224.5,19.07,0.71
2001,5,26,95.28,41.69,35.87,4.3,222.38,16.65,0.44
2001,5,27,95.38,42.31,36.3,6.67,224.31,17.05,0.26
2001,5,28,95.31,43.44,35.41,5.99,236.06,17.03,1.77
2001,5,29,95.31,48.44,34.44,5.28,238.38,17.54,1.86
2001,5,30,95.4,53.62,32.66,3.3,261.31,17.95,3.93
2001,5,31,95.36,56.69,32.73,2.95,272.12,19,0.11
2001,6,1,95.36,52.5,34.3,4.56,272.94,18.64,0.01
2001,6,2,95.46,54.44,33.99,4.69,274.38,19.08,1.82
2001,6,3,95.45,55.06,34.65,5.76,275.5,19.81,0.27
2001,6,4,95.37,55.62,32.67,3.27,264.31,19.3,0.13
2001,6,5,95.24,54.88,34.35,3.17,264.19,19.67,1.96
2001,6,6,95.12,56.5,34.44,6.52,287.38,20.25,0.8
2001,6,7,95.1,71.06,28.81,4.31,185.19,21.67,8.65
2001,6,8,94.95,64.69,32.3,3.6,270.56,21.8,9.29
2001,6,9,94.95,70.06,30.8,3.52,114.44,22.4,12.96
2001,6,10,94.97,74.94,29.51,5.88,228.62,22.88,9.55
2001,6,11,94.88,68.75,30.87,5.53,145,22.08,3.6
2001,6,12,94.97,76.44,29.12,4.02,227.5,22.82,19.81
2001,6,13,95.21,76.75,26.45,4.15,234.94,21.18,12.58
2001,6,14,95.07,78.75,25.07,2.26,239.56,20.42,6.4
2001,6,15,95.03,74.44,24.68,9.22,235.94,19.4,16.1
2001,6,16,95.04,73.5,26.6,1.78,245.25,20.87,3.77
2001,6,17,94.98,77.38,26.15,4.5,251,21.23,7.61
2001,6,18,95.25,80.31,25.04,4.25,259.94,21.06,8.7
2001,6,19,95.38,78,26.3,4.16,262.25,21.62,0.48
2001,6,20,95.39,75.19,27.27,3.04,247.5,21.45,0.06
2001,6,21,95.33,71.12,29.12,3.27,255.88,21.4,0.01
2001,6,22,95.23,70.44,29.06,3.09,256.69,21.25,0
2001,6,23,95.19,69.44,29.32,3.52,256.69,21.13,0
2001,6,24,95.28,70.62,29.19,3.45,262.62,21.47,0
2001,6,25,95.38,70.5,28.67,4.78,266.56,21.1,0.08
2001,6,26,95.32,71.56,28.64,4.03,267.38,21.3,0.01
2001,6,27,95.33,74.19,27.52,4.43,266.19,21.44,0.42
2001,6,28,95.28,74,27.56,3.38,267.06,21.36,1.12
2001,6,29,95.26,74.19,27.52,3.17,263.62,21.36,0.27
2001,6,30,95.3,72.56,28.29,2.71,263.62,21.15,0.87
2001,7,1,95.37,69.88,29.33,2.85,260.94,21.03,0.59
2001,7,2,95.29,70.31,29.05,3.08,255,21.18,1.75
2001,7,3,95.1,71.81,27.32,4.54,241.81,20.55,3.72
2001,7,4,94.94,72.19,28.38,3.41,243.44,21.52,1.83
2001,7,5,95.01,68.31,29.9,3.49,247.19,21,0.43
2001,7,6,95.06,68.94,29.9,2.53,247.44,21.16,2.04
2001,7,7,95.01,73.94,29.56,2.88,252.75,21.87,1.26
2001,7,8,94.85,77.69,27.72,3.34,244.56,22.11,1.28
2001,7,9,94.77,83.94,25.94,4.14,240.88,22.69,8
2001,7,10,94.98,77.69,26.39,5,240.06,21.51,5.17
2001,7,11,95.12,76.69,25.98,2.98,240.12,21.04,1.39
2001,7,12,95.23,70.62,28.61,4.58,236.94,20.93,0.53
2001,7,13,95.5,73.62,26.87,3.62,245.56,20.61,1.07
2001,7,14,95.62,70.38,27.97,4.42,252.38,20.11,0.15
2001,7,15,95.55,70.44,28.05,4.51,261.31,20.3,1.7
2001,7,16,95.44,76.38,25.53,3.98,251.75,20.53,1.62
2001,7,17,95.4,72.81,26.91,4.01,259.94,20.57,0.59
2001,7,18,95.31,72.88,28.02,3.69,272,21.19,2.75
2001,7,19,95.26,79.56,25.87,2.18,271.94,21.41,5.71
2001,7,20,95.26,75.5,27.05,3.68,270.56,21.11,1.79
2001,7,21,95.23,74.75,27.3,3.64,255.44,21.17,0.34
2001,7,22,95.26,73.31,28.1,4.58,254.44,21.15,0.84
2001,7,23,95.21,77.81,27.15,3.34,256.56,21.78,3.49
2001,7,24,95.2,74.44,27.69,2.48,246.5,21.37,1.49
2001,7,25,95.3,75.5,27.18,2.78,255,21.32,4.8
2001,7,26,95.45,73.38,28.03,2.48,261.19,21.09,0.58
2001,7,27,95.39,75.44,27.31,1.78,267.25,21.27,0.14
2001,7,28,95.33,72.56,28.92,2.33,265.44,21.4,0.32
2001,7,29,95.39,72.75,27.98,2.73,257.38,20.96,0.1
2001,7,30,95.39,69.75,29.42,2.73,256.19,20.9,0.22
2001,7,31,95.52,73.75,28.68,3.23,279.81,21.62,0.95
2001,8,1,95.49,84.19,26.22,3.73,285.31,22.66,57.3
2001,8,2,95.28,81.12,26.33,3.43,263.44,21.81,1.23
2001,8,3,95.19,78.19,26.71,2.16,291.25,21.29,2.25
2001,8,4,95.34,84,24.7,3.74,280.25,21.4,9.81
2001,8,5,95.41,88.69,23.19,3.87,270.44,21.24,41.49
2001,8,6,95.32,87.5,24.01,3.2,279.12,21.75,10.52
2001,8,7,95.16,85.56,25.07,6.73,231.19,22.23,4.07
2001,8,8,95.29,83.81,26.51,3.22,264.75,22.97,3.75
2001,8,9,95.55,86.81,25.81,2.42,283.69,23.03,5.87
2001,8,10,95.45,85.19,26.17,2.72,304.12,22.81,17.09
2001,8,11,95.3,88.06,25.56,2.63,273.62,23.2,9.68
2001,8,12,95.31,83.25,26.26,3.42,250.62,22.63,4.02
2001,8,13,95.39,83.44,26.21,2.85,258.75,22.48,0.8
2001,8,14,95.5,86.56,25.37,2.67,264.62,22.76,6.45
2001,8,15,95.52,87.75,24.85,3.24,253.44,22.55,10.39
2001,8,16,95.46,86.5,24.68,3.45,266.19,22.1,13.21
2001,8,17,95.4,82.12,25.59,4.1,264.31,21.8,0.61
2001,8,18,95.37,83.06,25.59,3.09,262.56,22.08,0.28
2001,8,19,95.45,82.88,25.01,2.78,273,21.37,0.05
2001,8,20,95.49,84.94,24.63,2.49,268.81,21.69,2.1
2001,8,21,95.52,83.31,23.92,3.3,267.31,20.44,1.07
2001,8,22,95.36,84.62,24.62,3.54,276.81,21.64,0.07
2001,8,23,95.29,82.69,26.18,2.28,263,22.33,0.59
2001,8,24,95.41,85.75,25.66,1.46,270.19,22.53,0.45
2001,8,25,95.61,82.19,25.93,1.88,266.81,21.94,0.08
2001,8,26,95.63,79.75,26.24,2.1,271.38,21.58,0.03
2001,8,27,95.48,79.25,26.41,3.07,277,21.66,0.15
2001,8,28,95.41,77.69,26.3,3.77,273.44,21.11,0.05
2001,8,29,95.36,77.94,26.11,3.62,273.12,20.89,0.04
2001,8,30,95.41,77.31,26.02,3.14,273.81,20.58,0.01
2001,8,31,95.36,75.88,26.12,2.63,275.31,20.37,0
2001,9,1,95.44,79.19,26.08,3.05,285.81,21.15,7.52
2001,9,2,95.52,79.31,26.77,4,280.44,21.77,0.54
2001,9,3,95.65,77.94,27.37,3.09,295.06,21.83,0.08
2001,9,4,95.68,75.25,27.16,3.52,285.81,20.84,0
2001,9,5,95.66,75.19,26.44,2.54,272.19,20.22,0.01
2001,9,6,95.7,73.81,27.15,3.57,275.81,20.26,0.11
2001,9,7,95.81,74.19,27.86,2.86,286.75,20.9,0.01
2001,9,8,95.92,81.81,25.4,4.03,303.25,21.51,6.62
2001,9,9,95.79,78.06,26.31,5.37,249.62,21.33,0.11
2001,9,10,95.63,74.5,27.38,3.71,274.88,20.73,0
2001,9,11,95.64,72.81,27.4,2.76,266.19,20.26,0.1
2001,9,12,95.68,74.5,27.23,3.82,275.31,20.55,0.26
2001,9,13,95.63,75.25,27.69,2.59,303.38,21.03,0.64
2001,9,14,95.71,76.44,27.12,5.02,274.06,21.18,0.34
2001,9,15,95.8,76.5,27.6,1.92,321.81,21.71,10.78
2001,9,16,95.78,76.5,27.26,4.33,179.75,22.05,4
2001,9,17,95.74,75.94,27.76,2.2,295.06,22.19,3.09
2001,9,18,95.7,85.19,24.84,3.15,171.31,21.95,1.3
2001,9,19,95.66,72.19,27.51,1.88,188.12,20.67,0.11
2001,9,20,95.67,72.12,27.91,4.33,194.81,21.02,0.69
2001,9,21,95.72,67.25,28.16,6.49,161.62,20.05,0.69
2001,9,22,95.71,63.44,28.54,4.56,113.56,19.09,0.05
2001,9,23,95.67,61.12,29.61,5.23,130.56,19.44,0.04
2001,9,24,95.64,65.56,29.39,4.84,264,20.37,5.68
2001,9,25,95.66,85.81,25.79,1.79,309.75,22.99,33.87
2001,9,26,95.59,80.94,26.72,2.04,251.44,22.59,4.25
2001,9,27,95.61,77.69,27.07,2.27,329.06,22.01,0.48
2001,9,28,95.52,68.56,27.65,3.12,175.62,20.53,0.26
2001,9,29,95.4,60.38,27.03,4.2,153.88,18.11,0
2001,9,30,95.31,60.88,26.9,4.74,241.06,17.94,5.67
2001,10,1,95.36,83.94,24.99,2.11,270.44,22.01,20.63
2001,10,2,95.4,81.44,26.35,1.98,268.19,22.47,5
2001,10,3,95.48,79.94,26.14,1.91,258.75,21.86,0.91
2001,10,4,95.59,84.19,25.99,3.12,275.62,22.55,32.67
2001,10,5,95.59,86.06,25.35,4.87,294.69,22.64,10.7
2001,10,6,95.61,82.88,25.49,4.29,118.88,22.17,3.15
2001,10,7,95.68,88.5,24.76,4.3,78.56,22.62,4.13
2001,10,8,95.68,87.94,25.26,1.61,86.94,22.93,3.44
2001,10,9,95.78,88.88,25.06,4.58,122.88,23.12,2.26
2001,10,10,95.82,85.62,25.51,5.53,108.12,22.72,3.93
2001,10,11,95.92,88.62,24.31,4.6,147.69,22.54,16.11
2001,10,12,95.94,82.38,25.72,2.32,124,22.06,8.53
2001,10,13,95.93,75.94,25.12,3.54,87.62,20.62,1.04
2001,10,14,95.87,75.94,25.47,3.49,316.56,21.01,2.05
2001,10,15,95.92,80.56,25.84,1.73,147.88,21.77,1.05
2001,10,16,95.97,73.81,24.66,3.35,74.88,19.57,0.06
2001,10,17,95.9,69.44,22.69,2.5,84.75,16.48,0
2001,10,18,95.9,64.19,21.53,3.23,88.31,14.01,0
2001,10,19,96.14,66.88,22.24,4.16,102.31,15.41,0
2001,10,20,96.26,64.88,21.82,4.49,117.81,14.35,0
2001,10,21,96.12,65.69,21.99,3.04,127.5,14.62,0
2001,10,22,96.13,64.5,22.23,3.62,126.56,14.57,0
2001,10,23,96.16,60.31,22.1,4.54,102.75,14.23,0
2001,10,24,96.07,64.81,22.06,4.12,108.69,14.29,0
2001,10,25,95.91,62.56,22.3,5.27,126.75,13.93,0
2001,10,26,95.87,59.75,22.91,5.78,137.25,13.38,0
2001,10,27,95.97,53.88,23.15,5.23,126.44,12.63,0
2001,10,28,95.99,53.19,23.23,3.88,206.88,12.61,0
2001,10,29,95.92,55.56,22.89,5.6,134,12.94,0
2001,10,30,95.98,62.56,22.9,4.66,107.31,14.04,0
2001,10,31,96.08,63.06,24.02,4.75,109.5,15.16,0
2001,11,1,96.18,61.38,24.4,4.41,119.88,14.83,0
2001,11,2,96.26,58.44,24.07,4.79,127.38,13.61,0
2001,11,3,96.18,52.75,24.01,5.2,145.81,11.92,0
2001,11,4,96.11,49.88,23.67,5.6,139.81,10.89,0
2001,11,5,96.15,53.31,23.47,5.66,138.25,11.79,0
2001,11,6,96.13,58.25,24.45,4.45,114.31,14.03,0
2001,11,7,96.07,62.94,24.47,3.59,103,15.13,0
2001,11,8,96.03,64.94,24.39,3.57,100.69,15.6,0
2001,11,9,96.09,63.25,23.3,2.69,81.88,14.63,0
2001,11,10,96.02,59.31,22.41,2.23,78.19,12.45,0
2001,11,11,95.99,58.94,21.72,3.09,71.25,11.75,0
2001,11,12,96.1,52.06,20.55,4.34,68.62,8.28,0
2001,11,13,96.24,50.44,19.76,4.57,83.75,7.27,0
2001,11,14,96.27,45.75,20.5,3.42,85.81,7.22,0
2001,11,15,96.16,55.38,24.42,3.62,98.75,14.1,0
2001,11,16,96.13,67.44,27.46,4.59,163.31,19.31,1.33
2001,11,17,96.2,67.81,27.7,3.66,177.25,19.71,0.18
2001,11,18,96.28,65.12,27.47,5.23,144.19,18.75,0
2001,11,19,96.28,63.25,27.2,5.07,116.38,17.69,0
2001,11,20,96.37,55.94,24.84,3.93,89.62,13.24,0
2001,11,21,96.44,46,21.92,4.02,89.38,7.41,0
2001,11,22,96.37,40.44,21.46,3.6,95.19,5.55,0
2001,11,23,96.33,40.19,21.12,3.73,104.31,5.28,0
2001,11,24,96.3,38.31,21.24,4.92,113.06,4.49,0
2001,11,25,96.31,42.88,21.4,6.36,107.44,6.09,0
2001,11,26,96.21,45.69,21.49,5.71,113.19,7.03,0
2001,11,27,96.28,47.94,21.8,6.51,101.69,8.19,0
2001,11,28,96.18,49.75,21.85,4.9,83.06,8.74,0
2001,11,29,96.22,42.38,21.32,5.76,88.38,5.85,0
2001,11,30,96.41,38.56,20.19,4,101.31,3.33,0
2001,12,1,96.32,34.56,20.65,5.27,113.69,2.52,0
2001,12,2,96.24,34.12,22.12,7.12,129.75,3.59,0
2001,12,3,96.23,33.12,22.93,7.66,169.56,4.3,0
2001,12,4,96.19,34.06,22.16,3.27,180.25,4.69,0
2001,12,5,96.15,35.69,22.49,4.6,182.88,5.28,0
2001,12,6,96.23,35,22.88,4.23,153.94,4.94,0
2001,12,7,96.21,33,22.7,4.23,105.25,3.52,0
2001,12,8,96.25,30.19,22.69,5.56,112.38,2.39,0
2001,12,9,96.32,29.06,23.19,5.55,130,2.7,0
2001,12,10,96.33,28.44,23.05,3.13,199.38,3.03,0
2001,12,11,96.37,30.69,23.21,3.27,256.06,4.52,0
2001,12,12,96.45,33.19,23.77,4.37,158.5,5.59,0
2001,12,13,96.51,28.06,22.98,5.09,136.75,2.63,0
2001,12,14,96.49,30.75,22.83,4.73,114.75,3.31,0
2001,12,15,96.48,37,23.11,4.47,228.62,6,0
2001,12,16,96.44,25.75,22.4,3.52,208.62,1.03,0
2001,12,17,96.49,29,22.65,6.55,101.5,3.2,0
2001,12,18,96.62,36.69,22.96,3.65,104.12,5.23,0
2001,12,19,96.63,31.12,22.56,2.94,101.06,2.45,0
2001,12,20,96.62,31,21.7,5.16,102.94,1.87,0
2001,12,21,96.7,32,21.06,2.74,98,2.15,0
2001,12,22,96.7,28.75,20.04,3.57,92.62,-0.66,0
2001,12,23,96.62,21.88,19.66,4.56,108.81,-5.1,0
2001,12,24,96.51,19.25,20.33,6.34,121.88,-5.63,0
2001,12,25,96.42,21,21.3,6.25,147.69,-2.89,0
2001,12,26,96.48,26.38,22.5,6.83,158.94,1.54,0
2001,12,27,96.63,32.25,24.55,2.45,169.88,5.83,0
2001,12,28,96.66,33.44,24.73,5.86,146.44,6.43,0
2001,12,29,96.56,34.44,23.64,5.88,114.62,5.25,0
2001,12,30,96.51,36.81,23.23,5.59,133.75,5.89,0
2001,12,31,96.51,34.62,23.3,5.68,105.62,5.1,0
2002,1,1,96.63,32.38,21.64,3.24,89.06,2.44,0
2002,1,2,96.7,23.56,20.62,3.99,93.81,-2.75,0
2002,1,3,96.62,19.56,19.96,4.88,102,-5.65,0
2002,1,4,96.49,18.69,19.45,6.48,117.06,-6.44,0
2002,1,5,96.35,27.44,20.83,6.81,114.19,0.44,0.1
2002,1,6,96.28,39.44,23.64,5.48,124.25,7.55,0
2002,1,7,96.39,52.12,23.69,6.3,94.25,10.76,0.05
2002,1,8,96.45,47.44,23.12,5,84.12,8.69,0
2002,1,9,96.53,41.06,22.22,5.03,101.81,6,0
2002,1,10,96.56,33.38,22.32,6.04,103.94,3.17,0
2002,1,11,96.47,26,21.93,4.35,93.25,-0.39,0
2002,1,12,96.36,18.94,21.72,3.97,89.81,-3.97,0
2002,1,13,96.13,14.38,22.69,3.06,125.88,-5.19,0
2002,1,14,95.97,17.94,23.57,4.8,267.38,-3.29,0
2002,1,15,95.99,35.81,23.77,6.4,255.31,4.74,0
2002,1,16,96.04,56.31,23,4.54,270.25,10.28,0
2002,1,17,95.94,56.44,22.42,5.04,266,10.42,0
2002,1,18,95.86,50.12,21.23,4.73,278.81,6.68,0
2002,1,19,95.97,24.31,21.27,8.92,278.38,-1.31,0
2002,1,20,96.16,27.19,19.98,6.2,307.81,-1.74,0
2002,1,21,96.05,26.56,20.55,7.69,253.81,-0.39,0
2002,1,22,96.02,33.56,21.56,7.06,287.19,2.48,0
2002,1,23,96.14,23.81,21.18,6.93,305.5,-3.22,0
2002,1,24,96.21,16.56,20.69,5.66,310.31,-7.42,0
2002,1,25,96.21,29.12,20.7,2.61,307.44,0.53,0
2002,1,26,96.06,49.19,21.58,4.2,267.62,8.24,0
2002,1,27,96,44.81,20.09,3.91,296.44,2.19,0
2002,1,28,96.23,18.56,18.54,7.18,58.31,-8.12,0
2002,1,29,96.31,18.5,19.51,8.55,108.38,-7.35,0
2002,1,30,96.46,19.38,19.28,6.63,64.31,-6.46,0
2002,1,31,96.44,22.81,21.44,6.48,84.12,-2.32,0
2002,2,1,96.51,29.5,23.21,4.67,164.38,3.04,0
2002,2,2,96.47,24.5,23.82,5.73,224.5,0.87,0
2002,2,3,96.28,27.25,24.92,6.66,79.69,2.8,0
2002,2,4,96.12,29.38,26.25,5.15,188.69,5.74,0
2002,2,5,96.11,34.38,27.04,5.82,262.38,8.29,0
2002,2,6,96.04,29.88,25.44,7.38,268.62,2.97,0
2002,2,7,96.02,28.62,24.69,7.27,265.06,1.87,0.32
2002,2,8,96.14,21.38,21.6,5.88,296.38,-5.52,0
2002,2,9,96.18,16.56,22.66,7.72,128.62,-6.12,0
2002,2,10,95.99,50,25.67,3.38,185.94,12.48,2.19
2002,2,11,96.12,41.62,23.1,4.16,280.62,5.13,0.54
2002,2,12,96.4,40.81,22.63,7.86,93.12,4.83,0
2002,2,13,96.41,35.12,25.36,6.32,65.31,6.4,0
2002,2,14,96.4,35.56,27.01,6.45,85.5,7.45,0
2002,2,15,96.42,34.12,27.05,5.47,130.06,6.76,0
2002,2,16,96.25,28.62,27.92,4.78,94.56,5.52,0
2002,2,17,96.24,27,28.74,4.25,174.94,5.77,0.01
2002,2,18,96.44,29.69,29.76,4.9,185.75,8.04,0.01
2002,2,19,96.57,28.94,29.84,5.35,206.56,7.59,0
2002,2,20,96.42,22.12,28.75,7.27,271.38,1.78,0
2002,2,21,96.41,18.44,27.66,6.02,202.38,-0.77,0
2002,2,22,96.42,20.5,28.62,4.8,205.31,1.98,0
2002,2,23,96.51,30,29.01,6.44,280.81,6.25,0
2002,2,24,96.33,33.44,28.69,5.34,318.31,8,0
2002,2,25,96.25,29.25,28.31,5.55,297,4.61,0
2002,2,26,96.24,19.44,27.96,4.8,145.94,0.37,0
2002,2,27,96.12,16.62,28.84,6.68,288.69,-1.45,0
2002,2,28,96.04,18.5,28.67,5.78,326.81,-0.31,0
2002,3,1,95.97,20.81,29.73,6.45,258.75,2.15,0
2002,3,2,95.98,23.81,29.68,6.31,307.12,3.74,0
2002,3,3,96.03,27.5,28.06,4.91,186.44,4.44,0
2002,3,4,95.98,22.06,28.98,7.02,126.06,1.94,0
2002,3,5,96.03,15.12,29.33,9.44,293.94,-2.5,0
2002,3,6,96.04,15.25,28.92,6.71,238.75,-2.63,0
2002,3,7,95.92,15.94,29.09,7.33,298.06,-2.85,0
2002,3,8,95.91,32.31,28.6,4.98,282.94,5.82,0
2002,3,9,96.1,32.94,28.15,4.38,286.56,6.78,0
2002,3,10,96.28,27.88,29.96,4.91,339.25,6.05,0
2002,3,11,96.24,18.06,30.87,6.46,158.62,1.68,0
2002,3,12,96.18,17.88,28.58,4.87,55.44,0.85,0
2002,3,13,96.25,17.31,29.89,5.62,110.25,-0.15,0.04
2002,3,14,96.21,34,28.91,6.03,57.38,7.64,2.65
2002,3,15,96.15,37.25,28.76,4.77,121.81,8.74,0.15
2002,3,16,96,24.12,30.94,5.85,190.38,4.94,0
2002,3,17,96,20.88,30.93,5.03,121.62,2.56,0
2002,3,18,96.17,18.5,30.93,3.49,58.69,1.66,0
2002,3,19,96.16,14.06,31.29,3.23,86.81,-1.85,0
2002,3,20,96.02,12.69,31.05,6.19,132,-2.75,0
2002,3,21,95.83,22.81,31.22,5.62,293,3.6,0
2002,3,22,95.78,25.81,31.87,6.23,303.88,6.05,0
2002,3,23,95.71,21.94,31.66,7.23,284,2.97,0
2002,3,24,95.57,31.25,31.44,6.26,293.69,7.01,0
2002,3,25,95.51,35.06,30.82,4.4,280.38,8.52,0
2002,3,26,95.57,32.12,30.9,8.48,270.69,5.26,0
2002,3,27,95.7,32.88,31.15,7.03,290.44,6.58,0
2002,3,28,95.75,29.88,32.33,7.51,289.5,6.8,0
2002,3,29,95.86,22.19,32.1,6.53,224.81,2.07,0
2002,3,30,95.86,14.12,32.51,4.09,215.31,-1.4,0
2002,3,31,95.85,11.75,33.51,8.16,271.56,-3.71,0
2002,4,1,95.93,19.12,33.55,4.72,294,4.03,0
2002,4,2,95.86,31.69,33.06,2.96,293.25,9.5,0
2002,4,3,95.7,30.94,33.33,6.62,261.75,7.02,0
2002,4,4,95.64,26.38,33.17,6.14,189.31,5.85,0
2002,4,5,95.75,29.62,33.51,4.77,183.25,8.2,0
2002,4,6,95.84,28.31,34.36,5.81,321.25,9.67,5.17
2002,4,7,95.95,52.19,29.21,7.56,200.5,16.72,10.04
2002,4,8,96,53.5,29.46,4.58,76.94,15.44,1.63
2002,4,9,95.89,40.56,30.43,7.57,289.12,12.31,0.14
2002,4,10,95.73,31.62,30.44,5.59,306.25,8.03,0
2002,4,11,95.78,24.56,31.39,5.5,312.25,4.93,0
2002,4,12,95.92,22.06,32.81,5.96,251,4.48,0
